0.12-0.008,0.12-0.0084,0.12-0.0089,0.12-0.0093,0.12-0.0097,0.12-0.0102,0.12-0.0106,0.12-0.011,0.12-0.0115,0.12-0.0119,0.12-0.0123,0.12-0.0128,0.12-0.0132,0.12-0.0136,0.12-0.0141,0.12-0.0145,0.12-0.0149,0.12-0.0154,0.12-0.0158,0.12-0.0162,0.12-0.0167,0.12-0.0171,0.12-0.0175,0.12-0.018,0.12-0.0184,0.12-0.0188,0.12-0.0193,0.12-0.0197,0.12-0.0201,0.12-0.0206,0.12-0.021
-60.299880139631725,-60.437817768182285,-60.571260210489974,-60.70033869105533,-60.825231529562956,-60.9461883053645,-61.063701612581454,-61.178167077601,-61.28967982148624,-61.39831233712407,-61.50410950591,-61.6071276848089,-61.70738952400482,-61.80492834731783,-61.89977570697506,-61.99209176188872,-62.08236917498066,-62.17084003171207,-62.2575461427169,-62.34252279352165,-62.42580261029227,-62.50741397911803,-62.58737230515949,-62.665688285205356,-62.74235463588739,-62.81734567377872,-62.89060651068748,-62.96206175572899,-63.03187404855615,-63.10054824301795,-63.168152920523276
-60.268739591590126,-60.40874044553664,-60.54412162231299,-60.675016623668945,-60.80159961742464,-60.92410078192178,-61.04297671050328,-61.158711523646275,-61.27142849984524,-61.381203924461666,-61.48808621908272,-61.59213477926283,-61.69337443645659,-61.79183852577873,-61.88755214061753,-61.98064768837121,-62.071600117628954,-62.160712584850266,-62.24803029932824,-62.33359017677673,-62.417426424599824,-62.499568974309746,-62.58003481679355,-62.65883620455738,-62.735967450116185,-62.811404305878895,-62.88509227604385,-62.95694948985701,-63.02709657520691,-63.09607042080854,-63.163960793318395
-60.23749539201542,-60.37958942657403,-60.51693666505056,-60.649673947114955,-60.7779731061348,-60.90204858565614,-61.022315163727356,-61.13932820101223,-61.25325697733209,-61.364181706115424,-61.47215449474385,-61.57723795886913,-61.67945939859983,-61.77885271592062,-61.87543794519031,-61.96932384979118,-62.0609546465456,-62.1507076886414,-62.23863564567367,-62.32477709383294,-62.409167849333244,-62.49183941433237,-62.5728103889303,-62.65209460650745,-62.72968801152062,-62.80556787444384,-62.879680368750044,-62.95193843172538,-63.02242180821371,-63.09169206809766,-63.159864870432465
-60.20614456006165,-60.35036215869257,-60.48970301497668,-60.62430828481885,-60.754349102858654,-60.88002742718756,-61.00171668974361,-61.120016900348965,-61.23516509350677,-61.34724554685821,-61.45631419652936,-61.56243705073021,-61.66564414120363,-61.76597043248754,-61.86343213232521,-61.95811796330489,-62.05043242091656,-62.14082497135818,-62.229361779898305,-62.316083113900035,-62.4010264262566,-62.484224815130894,-62.5656985131277,-62.64546295866721,-62.723515760957625,-62.79983578039077,-62.87437009945104,-62.94702758380462,-63.01784895454192,-63.08741238930041,-63.155864355883836
-60.17468411501016,-60.321056121146576,-60.46241842244109,-60.598917399388476,-60.73072496634411,-60.85803348165138,-60.981181019381296,-61.10077742604687,-61.217152702273914,-61.330395327079714,-61.440565206447346,-61.547731906126934,-61.65192843152015,-61.753191253305516,-61.851533838620774,-61.94702803037702,-62.040033104142985,-62.13106406485318,-62.22020830316462,-62.30750780872091,-62.39300169927476,-62.47672469452172,-62.55869868274622,-62.63894073076822,-62.71745014260007,-62.79420743145123,-62.86916079622668,-62.94221600471337,-63.01337722398409,-63.08323059174855,-63.15195845670379
-60.14311107057655,-60.291668817180046,-60.435080700078686,-60.573499173706466,-60.70709827477114,-60.83606333067292,-60.960702801331266,-61.08160959583235,-61.199219671293136,-61.31363094189452,-61.424907423473485,-61.53312239820314,-61.6383120692399,-61.740514811738564,-61.8397423102706,-61.936052301681954,-62.02975636364334,-62.12142460436951,-62.211174819471054,-62.29905075239592,-62.38509321425806,-62.46933857200693,-62.55181039273005,-62.63252739436134,-62.7114906034404,-62.78868224118324,-62.86405180221758,-62.93750280200179,-63.00900582907383,-63.079145885612434,-63.148146382866
-60.11142242979945,-60.262197767061885,-60.407687712441486,-60.54805159434614,-60.6834667975691,-60.81411391150484,-60.940276849408406,-61.062513240413324,-61.181365881462234,-61.2969523003607,-61.40934076232106,-61.51860841993812,-61.62479488294872,-61.72794079007614,-61.82805688957875,-61.925189246294934,-62.01960187065925,-62.11190622835582,-62.20226093547576,-62.29071152121346,-62.37730051887538,-62.462065968600626,-62.54503313940712,-62.626222422548075,-62.70563659285379,-62.78325962810748,-62.85904247354907,-62.93288712582528,-63.00473398500374,-63.07515748382669,-63.14442734721955
-60.07961518043492,-60.23264050190932,-60.38023736687658,-60.52257273702505,-60.65982847071518,-60.79218247244698,-60.91989858542557,-61.043488203168096,-61.16359122646374,-61.280359324794745,-61.39386515236339,-61.504189882370945,-61.61137672702438,-61.71546891373787,-61.81647700313252,-61.91443752465109,-62.00956930006496,-62.10250857828523,-62.193466260324925,-62.28248969348622,-62.369623162434635,-62.45490640666586,-62.53836642030554,-62.62002528973978,-62.6998875622133,-62.77793901495191,-62.85413217751632,-62.928368163400705,-63.00056090954705,-63.07126460201954,-63.14080056542528
-60.04768629078996,-60.20299455819964,-60.35272760549534,-60.49706075384519,-60.63618137508665,-60.7702665337767,-60.89956396367162,-61.024534339871884,-61.145895612366665,-61.26385195017054,-61.37848053668936,-61.489866713045124,-61.59805747891845,-61.70309894619528,-61.80500215143046,-61.90379596481407,-61.99965833018001,-62.09323129847789,-62.18479040548523,-62.27438484939255,-62.36206069572998,-62.447859409760966,-62.53180973398455,-62.61393547144128,-62.69424296455053,-62.77271982799134,-62.84932029099871,-62.923945134149804,-62.996485822982976,-63.0674664584455,-63.137265255895485
-60.01563270593625,-60.17325747288242,-60.32515639809786,-60.47151386209949,-60.61252371749177,-60.7483638535129,-60.879269404726934,-61.00565151845611,-61.12827895727623,-61.24743012359137,-61.363186871275005,-61.4756388546458,-61.584837036775454,-61.69083068452229,-61.79363189978796,-61.893263541651514,-61.98986856758784,-62.08407403592694,-62.17623298458023,-62.266396570822415,-62.354612670894866,-62.44092450249412,-62.525362579878056,-62.6079524440558,-62.688702254256036,-62.76760149647,-62.84460619907499,-62.919617285446385,-62.992507331066754,-63.06376227392157,-63.1338206397367
-59.9834513442526,-60.14342677901529,-60.2975217359331,-60.44593033445105,-60.58885381405018,-60.726472397420025,-60.859011737464876,-60.98683961879607,-61.11074119102511,-61.2310938038255,-61.34798412425631,-61.46150626380519,-61.57171531734732,-61.67866395549704,-61.782365870364345,-61.882839358563615,-61.980197554705036,-62.075036440127604,-62.167793613230245,-62.258524441227586,-62.34727864126052,-62.43410121038532,-62.51902445814936,-62.6020756847085,-62.68326488681432,-62.76258345209681,-62.839989293814426,-62.915383888893636,-62.98862404465471,-63.06015127176655,-63.13046594069556
-59.95113365948618,-60.11350000185549,-60.269821626189845,-60.420308490315065,-60.56517007563354,-60.70459031273116,-60.838788148230506,-60.96809496756135,-61.09328225490088,-61.214842960896995,-61.33287227529007,-61.447468910054866,-61.558692254166104,-61.66659861218695,-61.77120373517414,-61.87252263145383,-61.97064313794937,-62.06611816290928,-62.15947190889556,-62.25076804547565,-62.340058161219176,-62.42738905973482,-62.51279486955565,-62.596304671086365,-62.677930318569274,-62.757665128604074,-62.83546897322219,-62.91124423706691,-62.98483467867336,-63.05663267774362,-63.127200385107635
-59.91866646700626,-60.08347465534763,-60.2420540871263,-60.39464668829433,-60.541470995112675,-60.68271590513317,-60.81859613631286,-60.94941281183669,-61.07590210140464,-61.19867757572448,-61.3178513149915,-61.433526774906184,-61.545767795942716,-61.65463453095706,-61.76014520996191,-61.8623126746686,-61.96120342999452,-62.057318858270335,-62.151267490722695,-62.243126969707596,-62.33295078609166,-62.42078757749743,-62.506673315321144,-62.59063888129232,-62.67269800651595,-62.75284596136162,-62.83104464031974,-62.907197640665125,-62.98113803901956,-63.0532057200059,-63.124023201849134
-59.88603758323017,-60.05334823895553,-60.21421714375749,-60.368943319537124,-60.517755136188434,-60.66084761861281,-60.79843347493611,-60.93078898066759,-61.058600694036784,-61.18259763980145,-61.302921244438416,-61.41967985104243,-61.53294190516305,-61.642771608849245,-61.74919004883462,-61.85220888866584,-61.9518767766429,-62.048638182215655,-62.14317997939356,-62.23560080119865,-62.32595607199899,-62.414296291162024,-62.500659297017854,-62.5850777937119,-62.66756740811555,-62.74812538703949,-62.826715702343414,-62.90324342602074,-62.97753301106527,-63.04986962904499,-63.12093362229133
-59.85323568344145,-60.0231182347922,-60.186308824029354,-60.34319680190256,-60.494021123610565,-60.63898401781196,-60.778298177090576,-60.912219812869715,-61.04137800710607,-61.16660315491252,-61.28808207473336,-61.40592814160823,-61.5202145568566,-61.63100976128603,-61.73833803955835,-61.8422107492014,-61.94266172775364,-62.04007579259663,-62.13520899697735,-62.22818912822222,-62.319073575737576,-62.40791472863576,-62.49475231645312,-62.579620886890865,-62.66253798113053,-62.74350284331286,-62.8224815700465,-62.899380932924345,-62.97401854957268,-63.04662363764241,-63.11793088025771
-59.82025017700896,-59.99278210500756,-60.158327155417204,-60.31740557483228,-60.470267634612895,-60.61712377258286,-60.75818846560811,-60.893702093782935,-61.02423402555888,-61.15069413288083,-61.27333382661591,-61.39227165958365,-61.507585737515676,-61.61934892005852,-61.72758899943747,-61.832317797847814,-61.9335570117317,-62.031631348953624,-62.12735416678503,-62.22089153991664,-62.312302854657794,-62.401642418132546,-62.48895187556316,-62.574267639422466,-62.65760918347735,-62.73897776860401,-62.81834165709174,-62.895609512725244,-62.970593669849166,-63.04346698082379,-63.115014211983706
-59.787071097800194,-59.96233491866425,-60.13027016189377,-60.29156809483996,-60.44649339141414,-60.595265644472455,-60.7381027469595,-60.87523299986535,-61.00716874482587,-61.13487059534225,-61.25867653011849,-61.37871042723198,-61.495055444145926,-61.6077890315628,-61.71694277170434,-61.8225296336826,-61.92456151314408,-62.02330451236072,-62.11961511322632,-62.21370762615471,-62.30564346654564,-62.39547888806534,-62.48325747631196,-62.569017529843194,-62.6527804730947,-62.73454960185645,-62.81429537952308,-62.891928526674,-62.96725743999175,-63.040398895815756,-63.11218285607897
-59.75368900786277,-59.931764322653684,-60.10213586121887,-60.26568283154073,-60.42269715465188,-60.57340847489773,-60.71803958831586,-60.85681005015952,-60.99018217068348,-61.11913257354275,-61.244110224259785,-61.36524447561142,-61.482623683431456,-61.59633005525363,-61.706399222356325,-61.81284590600269,-61.915674253081974,-62.01509494527275,-62.11199146166897,-62.206636977415705,-62.29909496950733,-62.38942366694203,-62.47766862059501,-62.563870036535995,-62.64805130782513,-62.73021778233729,-62.8103421553065,-62.88833734447719,-62.96400897408917,-63.03741862200552,-63.10943605349206
-59.72009491269218,-59.90105896935335,-60.07392226250846,-60.23974826415227,-60.398877717633745,-60.55155117480322,-60.69799769747201,-60.83843106378334,-60.97327165781443,-61.10348010815565,-61.229634956770646,-61.35187384414229,-61.47029047099959,-61.58497196228796,-61.69595823738469,-61.8032663079393,-61.90689437193413,-62.00700231137452,-62.1044828383005,-62.19967918465993,-62.29265692185659,-62.38347628326452,-62.472184810147326,-62.55882463764014,-62.6434211453085,-62.725981749464125,-62.80648140393138,-62.88483534303808,-62.96084742626526,-63.0345254009029,-63.10677304747755
-59.68628018661598,-59.87020837671789,-60.0456273640461,-60.213762878407664,-60.37503390130373,-60.52969271561745,-60.67797590527925,-60.820094122702685,-60.95643296441111,-61.08791324911592,-61.21525078384808,-61.338598580222325,-61.458055830772565,-61.57371473433426,-61.68561972034646,-61.793790570862484,-61.89822111427722,-61.99902627543217,-62.09708886999197,-62.19283383920557,-62.286328882004554,-62.37763626543088,-62.46680554645542,-62.55388081096691,-62.638889442885805,-62.721840942653394,-62.80271254606466,-62.88142190536016,-62.957771985461505,-63.03171847610492,-63.10419308356537
-59.652236507009206,-59.839202805623145,-60.01724915130433,-60.187725163827515,-60.35116454983432,-60.50783212134741,-60.65797315027816,-60.80179753913474,-60.93966239084597,-61.072432055469136,-61.20095776993326,-61.32541873888359,-61.445919794394584,-61.56255836252654,-61.675383590236684,-61.78441845947836,-61.88965381562486,-61.991166289213766,-62.08980918416411,-62.18610053260787,-62.28011040835209,-62.371903141640246,-62.461530330672794,-62.549038033920525,-62.634455657512,-62.71779480118742,-62.79903500325112,-62.87809641959348,-62.95478187086888,-63.02899709326276,-63.10169540953245
-59.61795579621702,-59.80803315227531,-59.98878559514756,-60.16163361130512,-60.32726852676595,-60.48596846166992,-60.63798846525995,-60.783539827011204,-60.922956712429134,-61.05703659523289,-61.18675598751034,-61.31233438248534,-61.43388240072456,-61.551502846544594,-61.665249779623295,-61.775149767533584,-61.881191890808225,-61.98342031833359,-62.08264340865543,-62.17947885654045,-62.2740010591845,-62.36627643980039,-62.45635866353872,-62.544295783423756,-62.63011924567685,-62.713842764097805,-62.795448197653926,-62.87485827820579,-62.951876327929945,-63.02636050005106,-63.09927927537647
-59.583430170200685,-59.77669085377654,-59.960230960455746,-60.135486710964386,-60.30334471162493,-60.464100845895985,-60.61802096551817,-60.765319677000846,-60.906313120514206,-61.04172694526879,-61.17264551692292,-61.2993455804379,-61.42194369538567,-61.540548193804256,-61.65521823301175,-61.76598431405204,-61.872834823788835,-61.97578657466248,-62.0755911715925,-62.17296840267887,-62.268000392568474,-62.36075568743778,-62.451290045300034,-62.53965353584767,-62.625879663332775,-62.70998427006308,-62.79195155183032,-62.87170687726312,-62.94905462484168,-63.02380794613953,-63.09694393329179
-59.54865189304562,-59.745167805180486,-59.931574179577765,-60.109282950254986,-60.27939199695957,-60.44222841769955,-60.59806983858173,-60.74713593465244,-60.889729170919466,-61.02650319116352,-61.158626446205744,-61.28645240895327,-61.410103730364256,-61.52969441874342,-61.64528890541047,-61.75692194003796,-61.86458215872822,-61.96826348543046,-62.068652101262266,-62.166568762586216,-62.262107966251236,-62.35534041161001,-62.446323975635664,-62.535110766945195,-62.62173636582887,-62.7062187573188,-62.78854448853797,-62.86864161580597,-62.94631604949794,-63.02133868316668,-63.094688637647344
-59.51361333657709,-59.71345628658185,-59.9028051275057,-60.083020812253714,-60.25540928574146,-60.420350350515285,-60.57813433524596,-60.728987581273124,-60.87320273876011,-61.01136542711743,-61.144698870929254,-61.27365495081864,-61.398362563651375,-61.51894154219146,-61.63546176107165,-61.74796250558762,-61.85643349216049,-61.96084966611794,-62.061825825986396,-62.16027952760083,-62.25632333756183,-62.35003013882046,-62.441459953583816,-62.53066695178809,-62.61768880785044,-62.702545663578526,-62.785226430568024,-62.86566189530923,-62.94365990681779,-63.018951964715846,-63.09251264496656
-59.47830694442254,-59.68154889896789,-59.87391449233388,-60.056698774144785,-60.23139548908561,-60.39846584352173,-60.558213761740774,-60.71087371720448,-60.8567319788993,-60.99631375583955,-61.130862894055106,-61.26095329518963,-61.386720258921265,-61.508289590811145,-61.625736772385295,-61.73910588735878,-61.84838846613259,-61.95354389667279,-62.055111973997626,-62.15410028872602,-62.250646063314484,-62.34482439493519,-62.436697477471554,-62.52632156470705,-62.61373644336335,-62.69896442596435,-62.78199680060153,-62.86276711921521,-62.941085516412485,-63.01664704629315,-63.09041521390921
-59.442725199941236,-59.64943850771915,-59.84489366178166,-60.030315305855225,-60.20734952424869,-60.37657411813656,-60.53830747289472,-60.6927935472002,-60.84031529132403,-60.98134728913695,-61.11711862580096,-61.24834753740029,-61.37517688524158,-61.497738596603426,-61.61611391890683,-61.73035197635333,-61.84044676219334,-61.946345100647626,-62.04851017331813,-62.14803063652186,-62.245075699714015,-62.339722705101906,-62.43203604484674,-62.52207407923461,-62.60987872556275,-62.69547448094573,-62.77885502108617,-62.85995669253066,-62.93859221054951,-63.014423185307606,-63.088395605255116
-59.40686059751302,-59.61711819278641,-59.81573462374377,-60.00386886882447,-60.1832703128698,-60.35467441495966,-60.5184148661713,-60.674746367645504,-60.823951290837456,-60.966462204452945,-61.10346618351303,-61.235837778787456,-61.363732516811076,-61.48728859646693,-61.60659318650128,-61.721700675974034,-61.83260809612689,-61.9392523269005,-62.04202005163985,-62.14207016099892,-62.23961180226327,-62.33472459367103,-62.427475152412136,-62.51792396805084,-62.60611510682569,-62.692075264285684,-62.775800514130694,-62.857230021479566,-62.93617933237727,-63.012279641053134,-63.08645308188967
-59.370705616740615,-59.58458120469232,-59.786429879091514,-59.97735791488979,-60.159156779422474,-60.33276599110752,-60.498535376468745,-60.6567315553903,-60.807638780534475,-60.951655188429854,-61.08990569154513,-61.22342412652726,-61.35238723272081,-61.47693963180471,-61.59717456658904,-61.713151900320945,-61.82487221333893,-61.93226473354615,-62.03564123620685,-62.13621845151407,-62.23425392567255,-62.329829584118684,-62.423014295961636,-62.513870702931314,-62.60244503866718,-62.68876621099337,-62.772832701414806,-62.85458651320484,-62.9338462343783,-63.010215674692546,-63.084586908791145
-59.3342526991742,-59.55182092561223,-59.75697236517368,-59.9507734169323,-60.13500784985058,-60.310848117889705,-60.47866847158818,-60.63874855799639,-60.79137672859328,-60.93692337368305,-61.07643728114313,-61.211106693482,-61.34114111673558,-61.466691748171996,-61.58785805548,-61.704705572697456,-61.81723888481506,-61.92538157388267,-62.029373353699555,-62.13047509666819,-62.229001623770976,-62.325037198971785,-62.41865297031854,-62.50991375469757,-62.59886797169943,-62.68554675528234,-62.769951004112585,-62.85202557551248,-62.931592277022766,-63.00823054924337,-63.08279635301966
-59.297494227214756,-59.518830834881676,-59.72735538866244,-59.924105871453634,-60.11082245036424,-60.28892007878396,-60.45881364828655,-60.62079688522312,-60.775164247972974,-60.922264283438146,-61.06306109033385,-61.198885598055575,-61.3299942570926,-61.456544994959316,-61.578643653784695,-61.69636162429951,-61.809707903580666,-61.9186021840522,-62.02321603012107,-62.124839684205924,-62.2238544494199,-62.32034695973495,-62.4143906692758,-62.50605259316962,-62.595383355593995,-62.6824163305338,-62.767154842827566,-62.84954661665292,-62.92941682759762,-63.0063235295655,-63.08108068370788
-59.260422504894436,-59.48560447835864,-59.69757256656024,-59.89734661345902,-60.08659950637463,-60.2669811676721,-60.43897042884113,-60.602876101597936,-60.759000578657954,-60.907675783056675,-61.04977726381755,-61.18676096405626,-61.31894674631497,-61.446499425106204,-61.569531365892296,-61.68811999306481,-61.80227908160011,-61.911925972223436,-62.01716889068541,-62.11931180091736,-62.218811954428176,-62.315758386819404,-62.410226885538165,-62.502286687120595,-62.59199063904652,-62.67937436926429,-62.76444363753812,-62.847149045134834,-62.92731925918955,-63.00449388235061,-63.07943917205328
-59.22302974026853,-59.45213544113989,-59.667617774332896,-59.87048770225985,-60.062337941549536,-60.245030687303405,-60.419138358061396,-60.584985819936676,-60.74288507213397,-60.893156037597144,-61.03658595286333,-61.17473292056549,-61.30799868103762,-61.436555094841175,-61.56052119950672,-61.67998062266171,-61.79495224706085,-61.905352409109724,-62.01123155970772,-62.113891032541694,-62.213873689469416,-62.31127099947376,-62.40616111066627,-62.49861550423332,-62.588689269743874,-62.67642030309728,-62.76181680755179,-62.844832269567085,-62.925298949802674,-63.002740876113286,-63.07787109131196
-59.18530802918559,-59.4184173231922,-59.6374851002637,-59.84352182150621,-60.038036676973356,-60.223067947956444,-60.39931700069203,-60.567125695695545,-60.72681717781957,-60.87870347466427,-61.02348731520678,-61.16280160181159,-61.29715016184388,-61.42671206344438,-61.55161316523312,-61.671943461599994,-61.787727241994475,-61.89888101965894,-62.005403660496434,-62.10857696367292,-62.209039204001215,-62.306884315716715,-62.40219283502249,-62.49503851105884,-62.585478694333595,-62.67355356273831,-62.7592737714674,-62.84259569852542,-62.923355281594226,-63.001063781183845,-63.076375716794054
-59.14724934023016,-59.38444371751363,-59.60716880523709,-59.81644219164626,-60.01369463039772,-60.20109226627384,-60.37950593915774,-60.54929542205093,-60.710796431210575,-60.864316751891714,-61.010481514949454,-61.15096714704763,-61.28640129311104,-61.41697039302961,-61.54280727620812,-61.664008462447946,-61.78060392019281,-61.892511375771555,-61.99968481524749,-62.1033691776674,-62.204308046186256,-62.30259785227155,-62.398321547718695,-62.49155517297672,-62.58235835839539,-62.670773577953234,-62.75681394714405,-62.84043874044054,-62.9214876402135,-62.999461869702735,-63.0749523258605
-59.10884550065669,-59.35020819048721,-59.576663287258945,-59.78924249323902,-59.98931071557034,-60.17910296424767,-60.359704771606644,-60.531494725616135,-60.694822443525176,-60.84999472848494,-60.99756872245956,-61.13922970043253,-61.27575218286338,-61.407330148343,-61.534103547767806,-61.656175581142016,-61.77358214538208,-61.88624308992058,-61.99407457568599,-62.09826725655354,-62.199679762815414,-62.29841112450265,-62.39454673656577,-62.4881649541572,-62.57932770641462,-62.6680797775493,-62.75443675167609,-62.83836080350488,-62.91969541423115,-62.99793432121264,-63.073600197921344
-59.07008818315486,-59.31570426413079,-59.54596305010749,-59.761916799746686,-59.964880318057844,-60.157099368336034,-60.33991311021447,-60.51372336271527,-60.678894892663244,-60.83573644032148,-60.98474845489659,-61.127589410914744,-61.26520294263145,-61.39779139657587,-61.52550199714845,-61.648444776377175,-61.766661789622944,-61.880075809562456,-61.98857133694864,-62.09327078094331,-62.19515389923279,-62.294323646353725,-62.39086788802494,-62.48486731752504,-62.57638618175766,-62.66547158935883,-62.75214160137327,-62.836361295595644,-62.9179779946475,-62.99648015651508,-63.072318614435346
-59.0309688933047,-59.28092539998307,-59.51506267558385,-59.734459518606485,-59.94039467525888,-60.135080808693694,-60.32013057971637,-60.495981116144485,-60.66301351531653,-60.821541078168266,-60.972017494134064,-61.11604643211799,-61.25475368731659,-61.38835420718964,-61.517002643215484,-61.640816009067485,-61.75984273190794,-61.87400921224159,-61.9831736767235,-62.08837932994588,-62.19072999926267,-62.29033493028805,-62.38728448716086,-62.481661724725086,-62.57353322664903,-62.66294844022519,-62.749927911745615,-62.83443962421206,-62.91633477446996,-62.99509844654717,-63.07110685891099
-58.99147895759649,-59.245864984397386,-59.48395679889763,-59.70686533953368,-59.91584586548433,-60.113046618501855,-60.30035681613736,-60.47826779235926,-60.64717810008643,-60.807407968629725,-60.95937306982452,-61.104600922228514,-61.24440453505966,-61.37901865175107,-61.50860550621677,-61.63328924186767,-61.7531248569315,-61.86804300130302,-61.97788033199005,-62.083592481083194,-62.18640760513845,-62.28644448723047,-62.383796017596474,-62.47854763608955,-62.570768282150226,-62.660509755990944,-62.7477950974923,-62.832595196424876,-62.91476514835077,-62.993788306036095,-63.06996421690872
-58.95160615754876,-59.210516315042454,-59.45264008678044,-59.67912918913907,-59.89122669558771,-60.09099613338412,-60.28059146569598,-60.46058321903405,-60.63138848148377,-60.79333655748847,-60.9468128036376,-61.0932530438834,-61.23415560711325,-61.36978480377605,-61.50031060755687,-61.625864438747776,-61.746508054010775,-61.86217690213813,-61.97269017861904,-62.078909810207534,-62.182186257433514,-62.28265182651136,-62.38040196146965,-62.4755245106069,-62.5680907881402,-62.65815496148793,-62.74574257249411,-62.83082741883668,-62.91326851227755,-62.99254888793879,-63.068889976044524
-58.91132602346837,-59.174872588433594,-59.421107217970736,-59.651246191059926,-59.8665306026908,-60.068928690897145,-60.26083418385899,-60.442927242947306,-60.61564453470042,-60.77932639514165,-60.93433466044448,-61.082002964059654,-61.224007027716645,-61.36065273858079,-61.492117969589295,-61.618541564613814,-61.73999221613806,-61.85641065889743,-61.967602213482635,-62.07433089142114,-62.1780654949941,-62.27895645581239,-62.377101799391596,-62.472591805892435,-62.56550018329745,-62.655883480529255,-62.74376974980911,-62.82913569755147,-62.91184426330985,-62.991379378571544,-63.067883425994644
-58.87061530190609,-59.13892688833903,-59.3893528657575,-59.623211630903526,-59.84175156821718,-60.04684363008615,-60.24108463452762,-60.425299728150705,-60.5999461710563,-60.76537712387299,-60.92193690558637,-61.070850853963684,-61.21395892397299,-61.35162253313907,-61.48402761542417,-61.61132058496844,-61.733577239148225,-61.85074403161268,-61.96261553876778,-62.06985529699779,-62.17404485487409,-62.27535788111422,-62.37389501040697,-62.46974897816045,-62.562995905083625,-62.65369473590293,-62.741876041671134,-62.82751943815244,-62.910491799355924,-62.99027899334571,-63.066943858501524
-58.829451733806515,-59.102672174924294,-59.35737168230885,-59.595020925390386,-59.816884042674445,-60.02474029109648,-60.22134248933843,-60.40770055438649,-60.584293334037,-60.751488466732454,-60.90961806747208,-61.059796888920914,-61.2040114257281,-61.34269426594457,-61.47603956874914,-61.60420146560614,-61.727263020986314,-61.845176793677446,-61.957729348223175,-62.06548259730644,-62.17012387227178,-62.271855606646035,-62.37078107195582,-62.46699548219809,-62.5605773897287,-62.65158814936716,-62.7400608594908,-62.82597804568677,-62.909210518984494,-62.98924697303583,-63.066070567380855
-58.787813858791495,-59.066101274513976,-59.32515828454536,-59.566669595161024,-59.79192287982415,-60.002618014833764,-60.2016074270639,-60.39012961572133,-60.56868599584804,-60.73766021782369,-60.89737690484355,-61.04884124826538,-61.19416466545056,-61.33386801687744,-61.468153853661526,-61.597184172338444,-61.72104946106267,-61.83970872964164,-61.95294291510336,-62.0612123607369,-62.166302080468654,-62.268449134837,-62.367759459837224,-62.4643307713407,-62.55824407221759,-62.64956314164716,-62.73832361385879,-62.8245109246566,-62.90799982126716,-62.988282580515374,-63.065262848529756
-58.74568084207295,-59.02920686986407,-59.292707241347415,-59.53815324077695,-59.7668632790511,-59.98047614266607,-60.181879133099734,-60.37258681936911,-60.553124154420686,-60.723892233823896,-60.88521237813032,-61.03798411522902,-61.18441877811266,-61.32514386707427,-61.46037049451013,-61.590268670745004,-61.71493645968413,-61.83433963328083,-61.94825558160188,-62.05704415362749,-62.162579010770095,-62.26513796626956,-62.36482964817474,-62.46175429744891,-62.555995386278276,-62.64761913243345,-62.73666371455123,-62.82311747901543,-62.90685910564738,-62.987385097903065,-63.064519999935975
-58.703032320946456,-58.9919814908505,-59.26001306191178,-59.509467521505286,-59.74170073489417,-59.95830756930898,-60.16215729902767,-60.35507208467844,-60.53760783081238,-60.71018442658264,-60.87312362438573,-61.027225676830554,-61.17477390107193,-61.316521898800914,-61.45268951574512,-61.58345492594705,-61.70892391755168,-61.829069305906046,-61.94366674959125,-62.05297754019475,-62.15895419244813,-62.26192159963471,-62.36199110938357,-62.45926551088726,-62.553830764371334,-62.64575554038152,-62.735080570536844,-62.821797112169136,-62.90578777183267,-62.98655382406979,-63.063841321688145
-58.659848268210624,-58.95441434658952,-59.22707018509492,-59.48060813652751,-59.71643099283168,-59.93610505395487,-60.14244162224372,-60.337585342263694,-60.522137066951956,-60.69653675666484,-60.86110993536026,-61.01656612376385,-61.16523017395296,-61.30800219532754,-61.44511094177488,-61.57674290240017,-61.70301173531578,-61.823897554884105,-61.93917587250933,-62.04901208246528,-62.155427152686116,-62.25879953168903,-62.35924331413948,-62.456863860504384,-62.55174963768094,-62.64397178311291,-62.73357358998588,-62.82054922698111,-62.90478521970702,-62.9857880724619,-63.063226115987014
-58.61610887019728,-58.91648311709263,-59.19387296960064,-59.451570808257664,-59.69105001052893,-59.913862090040276,-60.1227318056434,-60.320126533261146,-60.50671192368597,-60.68294922771997,-60.8491707383228,-61.006005650285594,-61.15578773852934,-61.29958484080542,-61.437634796828654,-61.57013256370365,-61.69719981318199,-61.8188241923419,-61.93478244825146,-62.04514734020948,-62.15199741652545,-62.25577125721374,-62.356585731349575,-62.45454879361485,-62.549751436107265,-62.64226727721751,-62.732142180280555,-62.81937322578097,-62.90385084926083,-62.98508716920234,-63.06267368715762
-58.57179441739185,-58.87816667487562,-59.160415684886566,-59.4223512674944,-59.66555392385499,-59.891572808151224,-60.10302755735622,-60.302695608693945,-60.491332479087774,-60.669421881574024,-60.83730557928837,-60.99554445410224,-61.14644673860544,-61.291269920145176,-61.43026110482411,-61.56362387242421,-61.69148805056021,-61.813849034031655,-61.93048601294484,-62.04138287087746,-62.14866450681425,-62.252836268975585,-62.354017828124675,-62.45231975598258,-62.5478355882603,-62.640641438257234,-62.73078574802697,-62.81826851037644,-62.902984060536134,-62.98445045143541,-63.0621833416624
